Jam,Tanggal,Bulan,Tahun,Username,Caption,Link,Like,Komentar
13,24,10,2020,ayukartikadewi,ANNAYA  Beberapa bulan lalu saya dan adik saya anggorodewanto berdiskusi tentang persiapan kematian  Ya kematian  Kami menyusun rencana seandainya saya atau adik saya atau ayah kami atau ibu kami meninggal  Mau dimakamkan di mana dengan cara apa biayanya berapa siapa yang menyiapkan dananya dan bagaimana melanjutkan hidup keluarga setelah itu  Kami juga mendiskusikan apakah kami mau mendonorkan organ tubuh kami  Yang tidak pernah kami duga ternyata justru anggota keluarga kami yang paling muda Annaya anaknya adik saya usia 4 bulan malah berpulang duluan  Dinyatakan meninggal tadi malam  Langsung dimakamkan tadi pagi  ___  Ketika hp saya mulai ramai dengan ucapan turut berduka Ayu saya baru sadar ini adalah kematian yang terdekat dengan saya  Belum pernah sebelumnya saya melihat nama saya di akhir kata turut berduka  ___  Saya teringat kejadian ketika saya masih kecil  Ayah saya duduk di sebelah saya yang sedang menangis  Saya tidak ingat penyebabnya kenapa saya nangis tapi saya ingat obrolan kami  Ayah saya menyodorkan tisu sambil memberikan edukasi  kalau nangis yang dilap matanya dulu baru hidungnya  kenapa tanya saya  kalau hidungnya kena air mata kan gak apa2 tapi kamu gak mau matanya kena ingus  saya berpikir sejenak lalu mengangguk  masuk akal pikir saya  ___   Annaya is resting in peace rizkinurmayao and anggorodewanto  You have fought the good fight you have finished the race you have kept the faith,https://www.instagram.com/p/CGt0GYVMWAx,1750,65
19,6,10,2020,ayukartikadewi,nasihat apa aja yang sering kalian terima ,https://www.instagram.com/p/CGAFpG4sRNH,3204,69
17,4,10,2020,ayukartikadewi,Lagi rame Monstera adansonii ya   Saya beli ini bbrp bulan lalu cuma 75 juta eh nggak ding wkwk 75 RIBU di nanemnanem   Temen2 yang mulai suka tanaman cari penjual yang gak mainin harga ya   Pandemi masih panjang kebutuhan hidup akan makin macem2  Beberapa tahun lalu sempat ada tren tanaman gelombang cinta yang harganya bisa sampai jutaan sekarang adem2 aja   Namanya juga tren pasti datang dan pergi  Kalau emang beneran pengen belinya ntar aja tunggu udah murah ,https://www.instagram.com/p/CF6vMQcsaBt,880,11
19,3,10,2020,ayukartikadewi,Saya merasa 2020 ini berjalan begitu cepat  Dunia bergerak tanpa saya bisa memproses semuanya  Ada banyak hal yang saya tidak pahami Ada banyak perubahan yang saya tidak sempat amati  Tapi dua yang saya selalu ingat  1 Tak ada yang abadi 2 Selalu ada yang bisa disyukuri  ___  Teman2 tugas kita selama 2020 ini adalah bertahan hidup dan menjaga agar keluarga kita tetap bertahan hidup  Itu saja  Gak perlu terbebani untuk menjadi lebih produktif Gak perlu harus punya hobi baru Gak perlu minder lihat teman2 yang sudah belajar hal baru Gak perlu selalu merasa baik2 saja  Target kita selama 2020 ini adalah bertahan hidup  Itu saja  Hang in there teman2   __  peluk satu2,https://www.instagram.com/p/CF4awwWsckz,996,57
17,2,10,2020,ayukartikadewi,Agar haribatiknasional gak cuma jadi sekadar hashtag kita jika kebetulan masih berkecukupan perlu membantu para pembatik secara nyata  Salah satunya beli batik yuk  Cari yang batik tulis atau yang cap ya jangan yang batik print  Gak semuanya mahal kok  Batik tulis yang puluhan sampai ratusan juta juga ada   tapi yang puluhan sampai ratusan ribu juga banyak  __  Sebelum pandemi tiap saya traveling biasanya saya mampir ke pasar dan cari kain tradisional  Saya bisa duduk di toko kain berjam2 memilih2 motif dan warna sambil ngobrol dengan penjualnya untuk cari ide model baju   Kadang2 ditanyain buat dijual lagi ya Mbak   Nggak Bu buat saya sendiri  Kalau sekarang cari di IG atau toko online aja   Kemarin saya dikasih jilbab batik tulis ulurwiji ini dan langsung naksir   Kainnya halus tapi gak licin motifnya cantik mirip monstera saya yak  pewarnanya ecofriendly  Proses produksinya juga memberdayakan perempuan2 di desa sekitarnya  ___  Mau tau dong temen2 biasanya beli batik di mana  __ Oh dan kalau ada yang punya usaha batik mention saya ya di story ntar saya repost deh,https://www.instagram.com/p/CF1kevOsswR,503,15
19,1,10,2020,ayukartikadewi,Happy Mooncake Festival  __  Udah liat ke luar jendela  Bulan lagi bulet2nya  __  Karena jennie_ve17 ngirimin mooncake saya jadi bisa ngemil mooncake sendirian sambil ngeliatin bulan  Semoga tahun depan sudah bisa ngemil mooncake bareng2 teman2 ya  __,https://www.instagram.com/p/CFzP9HMMOtD,318,2
17,1,10,2020,ayukartikadewi,Mencintai dengan Lebih Baik  Kemarin saya ngobrol seru dengan teman2 Rangkul Relawan Keluarga Kita para ortu yang ingin belajar praktik baik parenting  Filosofi Rangkul mencintai dengan lebih baik  Keren yah  __  Saya diminta memandu diskusi tentang memilih komunitas  Karena sebagai ortu kita pasti akan terlibat dalam komunitas  Seru banget ngobrolnya sampai lewat waktu   Ini catatan saya    1 BERKOMUNITAS PERLU BERPIKIR KRITIS  Salah satu bentuk komunitas yang kita ikuti adalah wa grup dan pastiiii ada wa grup yang isinya banyak hoax   Nah penting buat kita untuk jadi orang yang bisa berpikir kritis  Caranya  Kalau kita liat ada hoax jangan diem aja  Tanyakan sumbernya dari mana ya  Kalau kita sempat carikan klarifikasinya di Google lalu kasih artikelnya di grup sampaikan bahwa info yang tadi adalah hoax  Bakalan dimusuhi  Mungkin saja   Tapi bisa jadi anggota komunitas wa grup lain juga sebenernya resah dengan hoax2 itu tapi gak ada yang berani speak up  Kalau kita rajin mengingatkan orang2 di grup itu pasti akan jadi lebih hati2 kalau mau nyebar berita  Paling gak mereka akan mikir wah di grup ini ada Ayu yang pasti akan nanya sumbernya dari mana  hmm saya gak jadi sebar deh    2 LAKUKAN AUDIT KOMUNITAS  Laporan keuangan aja diaudit masa pertemanan dan komunitas gak diaudit  __  Tanyakan komunitas ini masih bermanfaat gak untuk saya  Saya masih bermanfaat gak di sini  Saya nyaman gak  Saya bahagia gak  Nah tapiiii kita harus menyeimbangkan antara mengaudit dengan menerima hal2 yang mungkin kita tidak terlalu suka Karena kalau kita terlalu rigid kaku ntar bisa2 semua komunitas kena audit trus kita jadi sendirian dong   Tapi kalau semua2 diterima dan gak ada yang kena audit bisa jadi malah gak baik buat mental health kita    Komunitas apa aja yang ada di sini  Mari kenalan ,https://www.instagram.com/p/CFzEmvgMY9v,356,7
18,30,9,2020,ayukartikadewi,Avengers ala indikafoundation  Sebelum pandemi kami sebulan sekali ada sesi team bonding ketemuan dan seseruan tanpa ngobrolin kerjaan bisa nonton bareng atau makan bareng  Sejak pandemi kami jadi harus lebih kreatif untuk bikin team bondingnya   Kemaren ada yang bikin video Avengers ini yang tokohnya adalah tim Indika  __    Setelah itu ada beberapa games yang receh dan superkocak seperti  1 LEMPAR BATU SEMBUNYI TANGAN eh namanya ini gak sih  __  Hostnya memulai dengan ngirim chat private di chatzoom ke salah satu dan nulis batu Trus tanpa info apapun kita harus nebak siapa yang dapat batu itu   Yang bikin heboh adalah semua unmute dan saling nebak  Ngaco gpp yang penting rame  __   2 CERITA BERSAMBUNG  Kami dibagi jadi 5 kelompok trus kami harus bikin cerita bersambung berdasarkan zoom background kita  Sebelum masuk zoom kami udah dikasih tau untuk pasang zoom background berupa film kartun kesukaan kami  Saya pasang background Spongebob  Oooh ternyata ini gunanya  __  Jadi satu orang di tim saya memulai dengan Pada suatu hari ada seorang putri yang berjalan2 ke  saya melanjutkan dengan Bikini Bottom Di sana ia mampir untuk mencari ubur2 dan  trus akan dilanjutkan lagi oleh temen yang lain dalam tim saya  Gak boleh janjian jadi semuanya harus spontan   Btw tim saya menang game ini  __  ____  Meskipun udah berbulan2 gak ketemu kedekatan dan kerecehan tetap harus dirawat dong  __  Cerita dong di tim kalian ada aktivitas team bondingnya gimana ,https://www.instagram.com/p/CFwoJeKsTy5,364,22
18,29,9,2020,ayukartikadewi,Mohon doa teman2  Saya deg2an jangan2 nanti dikasih tebak2an gambar   Sampai jumpa bentar lagi   Kata bapak2id nanti nanyanya yang susah ya  __  UPDATE udah live dan gak dikasih tebak2an gambar guys ,https://www.instagram.com/p/CFuB1J4s9u-,1274,29
19,28,9,2020,ayukartikadewi,SKOLIOSIS 2016 vs 2020  4 tahun lalu ketika saya medical check up secara gak sengaja ketauan bahwa saya punya skoliosis tulang punggung melengkung ke samping Penyebabnya Biasanya sih karena kebiasaan yang gak baik misal posisi duduk yang ngasal selama berjam2 bertahun2 kebiasaaan berdiri yang gak seimbang misal bertumpu di satu kaki bawa tas berat yang selalu di salah satu pundak aja dll  Setelah saya tau saya skoliosis saya jadi paham kenapa saya kadang2 merasa back pain sakit punggung Kalau sedang parah dudukberdiri aja bisa kesakitan  Kita semua pasti ada ketidakseimbangan di badan tentu dengan derajat yang berbeda2 tapi gak semua aware dengan kondisi kita masing2 Kalau kita nendang bola misalnya pasti ada kaki yang lebih dominan Atau ada tangan yang jauh lebih aktif daripada yang satunya Kalau kita sedang stretching pasti ada satu gerakan yang tangan kanannya bisa sampai tapi tangan kirinya gak bisa atau sebaliknya  Itu semua adalah gejala2 ketidakseimbangan  Untungnya ada temen yang mengenalkan saya ke guru yoga Mas ariwaw Ketika pertama kali ketemu Mas Ari cuma ngeliat xray saya trus nanya Ayu udah berapa tahun main biola atau gitar  Tebakan yang sangat jitu  Mas Ari memang spesialisasinya ngurusin orang2 yang struktur badannya perlu dibenerin  Di kelas kami ada beberapa yang skoliosis saraf kejepit cedera karena laribasket atau kecelakaan  Sejak pandemi saya malah jadi lebih rajin latihan yoga bisa hampir tiap hari dan ikut kelasnya Mas Ari via online  ___  Foto xray ini adalah perbandingan 2016 vs 2020 Keliatan banget tulang punggungnya jadi lebih lurus tanpa operasi Di sini juga keliatan sudut antara tulang punggung ke payudara saya lengkungan di bagian bawah juga lebih sama  ps saya gak pakai brace cuma yoga aja  ngebenerin postur badan  Tips dari Mas ariwaw kalau skoliosis atau untuk mencegah skoliosis  jangan olahraga yang high impact lari misalnya  jangan sit up  benerin kebiasaan2 diri seperti duduk berdiri  pakai tas ransel di kedua bahu  Ini bukan post berbayar krn justru saya selama ini bayar utk ikut kelasnya  Tapi beneran berasa dampaknya  Geng skoliosis mana suaranyaaaaaa,https://www.instagram.com/p/CFriQmJsnWb,1572,149
